dataset,codec,bitrate,layer,cosine_mean,cosine_median,cosine_std,drift_mean,drift_median,drift_std,sdrift_mean,sdrift_median,sdrift_std
test-clean,opus,12k,layer_6,0.9511162276268006,0.9528673887252808,0.01596951656193495,0.04888377237319946,0.04713261127471924,0.015969516561934922,0.0639821206331253,0.06084233522415161,0.02167956087842779
test-clean,opus,8k,layer_6,0.8760759785175324,0.8804101347923279,0.03153876657263253,0.12392402148246764,0.11958986520767212,0.03153876657263253,0.16266196131706237,0.15755248069763184,0.04303208972705018
test-clean,opus,6k,layer_6,0.8356513580083847,0.839869350194931,0.03623178973026547,0.1643486419916153,0.16013064980506897,0.036231789730265494,0.2160754348039627,0.2090379297733307,0.04972648739682409
test-other,mp3,128k,layer_6,0.9927385201454163,0.9942684471607208,0.005695987051821479,0.00726147985458374,0.005731552839279175,0.005695987051821485,0.0102372168302536,0.00817444920539856,0.008162305078525606
test-other,mp3,64k,layer_6,0.9906716715097428,0.9924517571926117,0.006220801844885724,0.009328328490257264,0.007548242807388306,0.00622080184488573,0.01305088472366333,0.010788708925247192,0.008872923368807118
test-other,mp3,32k,layer_6,0.9693068984746933,0.9714086055755615,0.011058120358491533,0.0306931015253067,0.028591394424438477,0.01105812035849153,0.04248461580276489,0.03961172699928284,0.015415172534347876
test-other,mp3,24k,layer_6,0.9283122537136078,0.9314967691898346,0.02545129961287065,0.07168774628639221,0.0685032308101654,0.025451299612870612,0.09953771901130676,0.09343782067298889,0.036413064140605016
test-other,mp3,16k,layer_6,0.8828510316610336,0.8867780864238739,0.03553123433995749,0.11714896833896637,0.1132219135761261,0.03553123433995751,0.16213572692871095,0.1543315052986145,0.049991875013497035
test-other,opus,64k,layer_6,0.9929999449253082,0.995417445898056,0.007757076831065934,0.0070000550746917726,0.00458255410194397,0.007757076831065945,0.0096536705493927,0.006392449140548706,0.0105426806920698
test-other,opus,32k,layer_6,0.9757597461938858,0.9780638813972473,0.012086086341886359,0.024240253806114196,0.021936118602752686,0.012086086341886352,0.03247376048564911,0.02933478355407715,0.016295176655586573
test-other,opus,16k,layer_6,0.9548656299114228,0.957874983549118,0.01848727928084936,0.04513437008857727,0.04212501645088196,0.018487279280849363,0.059943076729774475,0.055971890687942505,0.02472437830211209
test-other,opus,12k,layer_6,0.9330562074184418,0.9369761943817139,0.02335545786757315,0.06694379258155823,0.06302380561828613,0.023355457867573155,0.08941304254531861,0.08363524079322815,0.03149859049345071
test-other,opus,8k,layer_6,0.8287438762187957,0.8339494168758392,0.04559216943686708,0.17125612378120422,0.16605058312416077,0.04559216943686709,0.23092976188659667,0.22329136729240417,0.06277277988668635
test-other,opus,6k,layer_6,0.7782101870775223,0.7819009721279144,0.05117150627250122,0.22178981292247774,0.21809902787208557,0.051171506272501215,0.2997937678098679,0.2946634590625763,0.07078199488216215
test-clean,mp3,128k,layer_7,0.9949740597009659,0.9959276616573334,0.0039179027284839294,0.005025940299034118,0.004072338342666626,0.003917902728483934,0.0068352437019348145,0.005552411079406738,0.005269339591021201
test-clean,mp3,64k,layer_7,0.9933603972196579,0.9943704605102539,0.004144709193039434,0.006639602780342102,0.005629539489746094,0.004144709193039437,0.009021528959274293,0.007880330085754395,0.005508764139062712
test-clean,mp3,32k,layer_7,0.9759054654836654,0.9771934449672699,0.008229302914907102,0.024094534516334535,0.022806555032730103,0.008229302914907073,0.03271348786354065,0.031183630228042603,0.011362289657189707
test-clean,mp3,24k,layer_7,0.9484851957559586,0.9519388973712921,0.0181471231531665,0.051514804244041444,0.048061102628707886,0.018147123153166484,0.06993304312229157,0.06471207737922668,0.025730713423298593
test-clean,mp3,16k,layer_7,0.9171686347723007,0.9220074415206909,0.02581001825916665,0.08283136522769928,0.07799255847930908,0.025810018259166623,0.11122169005870819,0.1042143702507019,0.03583657903941175
test-clean,opus,64k,layer_7,0.9944896445274353,0.9957585632801056,0.005228871984628345,0.005510355472564697,0.004241436719894409,0.0052288719846283315,0.00719713294506073,0.005497455596923828,0.006780052695602211
test-clean,opus,32k,layer_7,0.9831827931404113,0.9848232865333557,0.008281800264304555,0.016817206859588624,0.015176713466644287,0.00828180026430456,0.022102556347846986,0.019957125186920166,0.011002930124177133
test-clean,opus,16k,layer_7,0.9696165096759796,0.9723020792007446,0.01251760089215535,0.030383490324020386,0.02769792079925537,0.012517600892155345,0.03947920072078705,0.03619849681854248,0.01663742703033113
test-clean,opus,12k,layer_7,0.9563274594545365,0.9581784605979919,0.015616504027126018,0.04367254054546356,0.04182153940200806,0.01561650402712602,0.056911585688591004,0.0538327693939209,0.021146640645878442
test-clean,opus,8k,layer_7,0.894037879705429,0.8983944654464722,0.029987028028861683,0.10596212029457092,0.10160553455352783,0.029987028028861686,0.13820431280136108,0.1317397952079773,0.04080244952082405
test-clean,opus,6k,layer_7,0.8591166073083878,0.8631578981876373,0.0356425797557193,0.14088339269161224,0.13684210181236267,0.03564257975571929,0.18376638662815095,0.1765773594379425,0.048704176239726664
test-other,mp3,128k,layer_7,0.9926734973192215,0.9941498339176178,0.005881864655244628,0.007326502680778503,0.005850166082382202,0.005881864655244624,0.010066179633140564,0.008039593696594238,0.008045527192419777
test-other,mp3,64k,layer_7,0.9907295562028885,0.9924446940422058,0.006426942976939083,0.009270443797111512,0.0075553059577941895,0.006426942976939109,0.012698126077651977,0.0103989839553833,0.008780788393625817
test-other,mp3,32k,layer_7,0.9712668747901917,0.9734127819538116,0.01141588613974216,0.02873312520980835,0.026587218046188354,0.01141588613974217,0.039413695573806765,0.03678622841835022,0.015707987198424672
test-other,mp3,24k,layer_7,0.9348074568510055,0.9388785362243652,0.024468110974009156,0.06519254314899445,0.061121463775634766,0.024468110974009118,0.09025464832782745,0.08437028527259827,0.03485781256389751
test-other,mp3,16k,layer_7,0.8939721710681915,0.8998143076896667,0.03547034270273721,0.10602782893180847,0.10018569231033325,0.0354703427027372,0.14618947553634642,0.13747745752334595,0.049970855941870486
test-other,opus,64k,layer_7,0.9927199193239212,0.9952764213085175,0.007834035971781783,0.007280080676078797,0.004723578691482544,0.007834035971781781,0.009644744873046875,0.006484657526016235,0.01032127023285607
test-other,opus,32k,layer_7,0.9762578423023224,0.9785840809345245,0.012143215448611019,0.023742157697677613,0.021415919065475464,0.012143215448611022,0.031301404237747195,0.02830791473388672,0.016152660031970047
test-other,opus,16k,layer_7,0.9573391231298447,0.9608259201049805,0.018431926301223495,0.04266087687015534,0.03917407989501953,0.01843192630122349,0.05604798710346222,0.052128881216049194,0.024443149197382122
test-other,opus,12k,layer_7,0.9380813114643097,0.9422261118888855,0.023225292757223702,0.06191868853569031,0.0577738881111145,0.02322529275722369,0.08194054973125457,0.07646414637565613,0.031217960012701555
test-other,opus,8k,layer_7,0.8446318176984787,0.8509710729122162,0.04549348987012435,0.1553681823015213,0.1490289270877838,0.04549348987012439,0.2082165402173996,0.20025566220283508,0.06311090714554828
test-other,opus,6k,layer_7,0.7959650044441223,0.7997538149356842,0.05284046975459217,0.20403499555587767,0.2002461850643158,0.0528404697545922,0.27424976271390916,0.2678442895412445,0.07407560863648936
test-clean,mp3,128k,layer_8,0.9945727311372757,0.9956105649471283,0.004562590894002429,0.005427268862724304,0.004389435052871704,0.0045625908940024225,0.006901187777519226,0.0055106282234191895,0.0055776792741239895
test-clean,mp3,64k,layer_8,0.993156536579132,0.9942697584629059,0.00476978997210065,0.00684346342086792,0.005730241537094116,0.004769789972100651,0.008766159653663634,0.007439911365509033,0.00575384323817344
test-clean,mp3,32k,layer_8,0.9774424508810043,0.9789396822452545,0.008873066123462954,0.022557549118995667,0.021060317754745483,0.008873066123462945,0.029498432874679566,0.02744591236114502,0.011245644647648058
test-clean,mp3,24k,layer_8,0.953841010928154,0.9571651816368103,0.017376375950626768,0.046158989071846006,0.0428348183631897,0.01737637595062675,0.06112975776195526,0.056292593479156494,0.023307884161532746
test-clean,mp3,16k,layer_8,0.9274885718822479,0.9332178831100464,0.024809541020708856,0.07251142811775207,0.06678211688995361,0.024809541020708835,0.09566157841682434,0.08779782056808472,0.03287830685181936
test-clean,opus,64k,layer_8,0.9936460099220276,0.9950490593910217,0.006082449750188661,0.006353990077972412,0.0049509406089782715,0.00608244975018867,0.007630571603775025,0.0062406957149505615,0.007106742538736015
test-clean,opus,32k,layer_8,0.9826406726837158,0.9843997657299042,0.009132524914338663,0.01735932731628418,0.015600234270095825,0.009132524914338658,0.021604130029678346,0.019656091928482056,0.011130285672549832
test-clean,opus,16k,layer_8,0.9699242259263993,0.9723175466060638,0.01353783808082896,0.030075774073600767,0.027682453393936157,0.013537838080828948,0.03725439655780792,0.03375232219696045,0.01667340955731307
test-clean,opus,12k,layer_8,0.958189266204834,0.960351288318634,0.016408245824462764,0.04181073379516602,0.03964871168136597,0.016408245824462746,0.05224460768699646,0.04925799369812012,0.020874595433821398
test-clean,opus,8k,layer_8,0.9053042129278183,0.9111585915088654,0.029495710074083754,0.09469578707218171,0.08884140849113464,0.02949571007408377,0.11986074841022491,0.1127626895904541,0.03813062495591197
test-clean,opus,6k,layer_8,0.8746199376583099,0.8793894350528717,0.035716735572942984,0.12538006234169005,0.1206105649471283,0.035716735572942984,0.15927457976341247,0.15101271867752075,0.046899061949492095
test-other,mp3,128k,layer_8,0.9921985312700271,0.9940598011016846,0.006693509447569678,0.00780146872997284,0.00594019889831543,0.006693509447569703,0.010095948219299317,0.00787237286567688,0.008395305920395658
test-other,mp3,64k,layer_8,0.9903035999536515,0.9924179911613464,0.007407349659326933,0.009696400046348572,0.0075820088386535645,0.0074073496593269235,0.012575419425964355,0.010018616914749146,0.009252416030338436
test-other,mp3,32k,layer_8,0.972427148938179,0.9751426577568054,0.012451788951693321,0.027572851061820985,0.02485734224319458,0.012451788951693299,0.03667861080169678,0.033829838037490845,0.016123646486209654
test-other,mp3,24k,layer_8,0.9404291734695435,0.9449899792671204,0.02432805900029429,0.05957082653045654,0.05501002073287964,0.02432805900029426,0.08101546728610992,0.07444387674331665,0.033384045693479004
test-other,mp3,16k,layer_8,0.9042214125394821,0.9114382565021515,0.03582072642805165,0.09577858746051789,0.08856174349784851,0.03582072642805168,0.13018480324745177,0.12113955616950989,0.04941394002311251
test-other,opus,64k,layer_8,0.9918632403612136,0.9943843185901642,0.008621801192228672,0.008136759638786316,0.005615681409835815,0.008621801192228674,0.00996740972995758,0.006645828485488892,0.010424174682216531
test-other,opus,32k,layer_8,0.9756325573921204,0.9784612953662872,0.013352299423832868,0.02436744260787964,0.02153870463371277,0.01335229942383288,0.030692287921905516,0.027153611183166504,0.016543335197753365
test-other,opus,16k,layer_8,0.9575923867225647,0.961486279964447,0.020017828907086633,0.0424076132774353,0.03851372003555298,0.020017828907086654,0.05350955641269684,0.04869699478149414,0.024882138668190047
test-other,opus,12k,layer_8,0.940545916557312,0.9451113045215607,0.024657891761813936,0.05945408344268799,0.05488869547843933,0.02465789176181394,0.07601636219024659,0.07085740566253662,0.031444814803632995
test-other,opus,8k,layer_8,0.8560096875429154,0.862656444311142,0.04708682720856219,0.14399031245708466,0.13734355568885803,0.04708682720856219,0.1886775723695755,0.17857792973518372,0.06446133189294574
test-other,opus,6k,layer_8,0.8098828452825546,0.815678596496582,0.05534712008863543,0.19011715471744536,0.18432140350341797,0.055347120088635425,0.25037931925058365,0.24448013305664062,0.07673460341047693
test-clean,mp3,128k,layer_9,0.9954452451467514,0.9963946640491486,0.003948202177996956,0.004554754853248596,0.0036053359508514404,0.0039482021779969605,0.006540057301521301,0.005288153886795044,0.005432576105121683
test-clean,mp3,64k,layer_9,0.9943681905269622,0.9952747821807861,0.0040849794493715485,0.00563180947303772,0.004725217819213867,0.00408497944937155,0.00815251111984253,0.006833583116531372,0.005606451659790261
test-clean,mp3,32k,layer_9,0.9821602672338485,0.9834761023521423,0.007404758485326016,0.017839732766151428,0.016523897647857666,0.007404758485326031,0.02600713574886322,0.023927897214889526,0.010509320199343848
test-clean,mp3,24k,layer_9,0.9641279950141907,0.9672959446907043,0.013611338823289935,0.03587200498580933,0.032704055309295654,0.013611338823289916,0.0523661253452301,0.04796034097671509,0.01990331871255054
test-clean,mp3,16k,layer_9,0.9439431138038635,0.9482018947601318,0.020169320557713588,0.056056886196136475,0.051798105239868164,0.020169320557713553,0.08065915215015411,0.07448792457580566,0.028840155152539803
test-clean,opus,64k,layer_9,0.994692801117897,0.995855063199997,0.005152792100798781,0.005307198882102966,0.004144936800003052,0.005152792100798776,0.007432357311248779,0.005730420351028442,0.007113961875316076
test-clean,opus,32k,layer_9,0.9858998447656632,0.9872005581855774,0.0075649097285090585,0.014100155234336853,0.012799441814422607,0.0075649097285090386,0.0201027969121933,0.018088430166244507,0.010547255331865573
test-clean,opus,16k,layer_9,0.9760279052257538,0.9779177010059357,0.011135151806432191,0.023972094774246215,0.02208229899406433,0.011135151806432195,0.033733659625053404,0.030635356903076172,0.015522923317344084
test-clean,opus,12k,layer_9,0.9669863414764405,0.9687188267707825,0.01355362326079043,0.03301365852355957,0.03128117322921753,0.01355362326079042,0.046380877852439883,0.044197797775268555,0.019451765652270636
test-clean,opus,8k,layer_9,0.9265326284170151,0.9310910999774933,0.023951591642623647,0.07346737158298493,0.06890890002250671,0.023951591642623636,0.10233969926834106,0.09563356637954712,0.03383898579277251
test-clean,opus,6k,layer_9,0.9021831666231155,0.9075858294963837,0.030252515402289883,0.09781683337688446,0.09241417050361633,0.03025251540228989,0.1350739572048187,0.12640351057052612,0.04265854050886525
test-other,mp3,128k,layer_9,0.9934835478067398,0.9951542019844055,0.005694701540234184,0.006516452193260193,0.004845798015594482,0.0056947015402341716,0.009511529803276061,0.00717616081237793,0.008156649572945469
test-other,mp3,64k,layer_9,0.991967669725418,0.9937502443790436,0.006353830209303489,0.00803233027458191,0.006249755620956421,0.006353830209303482,0.011723983764648437,0.009131520986557007,0.009085574435460477
test-other,mp3,32k,layer_9,0.9777013854980469,0.9797427952289581,0.010731154314295591,0.022298614501953126,0.02025720477104187,0.010731154314295603,0.032703561663627624,0.02968519926071167,0.015526390146886131
test-other,mp3,24k,layer_9,0.9523233187198639,0.9559254050254822,0.0205290327046759,0.04767668128013611,0.04407459497451782,0.020529032704675897,0.07033249962329864,0.06460452079772949,0.03039549390632565
test-other,mp3,16k,layer_9,0.9225394660234452,0.928468257188797,0.03200371162344522,0.07746053397655488,0.071531742811203,0.03200371162344522,0.11267401230335236,0.10405781865119934,0.0466471310978188
test-other,opus,64k,layer_9,0.9933002207279206,0.9955401122570038,0.007017279245845062,0.006699779272079468,0.004459887742996216,0.007017279245845069,0.009456509947776795,0.006315946578979492,0.009706557185196574
test-other,opus,32k,layer_9,0.980306249499321,0.9826256334781647,0.010969405524383713,0.019693750500679015,0.017374366521835327,0.010969405524383722,0.02826084840297699,0.024703949689865112,0.01549986486973842
test-other,opus,16k,layer_9,0.9659276279211044,0.9695442616939545,0.016700091613594505,0.03407237207889557,0.030455738306045532,0.016700091613594505,0.04843507039546967,0.0437350869178772,0.02353597595606866
test-other,opus,12k,layer_9,0.9525258057117462,0.9560821056365967,0.020625542054005852,0.047474194288253786,0.04391789436340332,0.02062554205400585,0.06745002722740173,0.06134822964668274,0.02955955784046278
test-other,opus,8k,layer_9,0.8831556588411331,0.889243096113205,0.042794328196129,0.11684434115886688,0.11075690388679504,0.04279432819612906,0.1647790639400482,0.15651416778564453,0.06082790833134628
test-other,opus,6k,layer_9,0.8428413636684418,0.8490764200687408,0.05246411884688122,0.15715863633155822,0.15092357993125916,0.05246411884688122,0.21959002369642258,0.21075424551963806,0.07373026542053693
test-clean,mp3,128k,layer_10,0.9970278820991516,0.99769526720047,0.0028946280623923576,0.0029721179008483888,0.0023047327995300293,0.0028946280623923506,0.006004347085952759,0.004595369100570679,0.005891894450974934
test-clean,mp3,64k,layer_10,0.996393890619278,0.9971987903118134,0.0029578134160638185,0.003606109380722046,0.0028012096881866455,0.0029578134160638207,0.007255137085914611,0.005887508392333984,0.005975283123136498
test-clean,mp3,32k,layer_10,0.9890107008218765,0.9900828003883362,0.005235356754591471,0.010989299178123474,0.009917199611663818,0.005235356754591481,0.021156014800071718,0.01883193850517273,0.010321276302845175
test-clean,mp3,24k,layer_10,0.9789079496860504,0.9808048009872437,0.008983226191586192,0.021092050313949586,0.019195199012756348,0.008983226191586143,0.03960474574565887,0.036228299140930176,0.016871196060081466
test-clean,mp3,16k,layer_10,0.9654301626682281,0.9690059721469879,0.015239636054232777,0.03456983733177185,0.030994027853012085,0.015239636054232734,0.06241106963157654,0.0566125214099884,0.025823982323915983
test-clean,opus,64k,layer_10,0.996420575261116,0.9971852898597717,0.0036669720425257296,0.003579424738883972,0.0028147101402282715,0.0036669720425257213,0.007383858323097229,0.005764693021774292,0.007601888019865117
test-clean,opus,32k,layer_10,0.991364492058754,0.9924846291542053,0.005092275513068687,0.008635507941246033,0.007515370845794678,0.0050922755130686816,0.017359524130821227,0.015075236558914185,0.01042284720399948
test-clean,opus,16k,layer_10,0.9851121088266372,0.9865717887878418,0.007724206209837008,0.014887891173362732,0.013428211212158203,0.007724206209837019,0.029099647998809815,0.025943905115127563,0.015131168564839306
test-clean,opus,12k,layer_10,0.9793489179611206,0.9811394512653351,0.009492919466628983,0.020651082038879394,0.018860548734664917,0.009492919466628995,0.039474163174629213,0.03631588816642761,0.018320012236113403
test-clean,opus,8k,layer_10,0.9531296479701996,0.9569604694843292,0.018085201355737896,0.046870352029800416,0.043039530515670776,0.018085201355737896,0.08491580045223236,0.07896479964256287,0.03172888174279371
test-clean,opus,6k,layer_10,0.9333242275714875,0.9384938478469849,0.025621467121656107,0.06667577242851257,0.06150615215301514,0.025621467121656086,0.11590227568149566,0.10860195755958557,0.04116372838212424
test-other,mp3,128k,layer_10,0.9955928981304168,0.9967735707759857,0.004046177223883534,0.0044071018695831295,0.0032264292240142822,0.004046177223883543,0.008784264445304871,0.0064400434494018555,0.008215234603047452
test-other,mp3,64k,layer_10,0.9945946055650711,0.9957712590694427,0.00459361186069783,0.005405394434928894,0.004228740930557251,0.004593611860697837,0.010663238644599915,0.008189409971237183,0.00934636999490889
test-other,mp3,32k,layer_10,0.9849427418708802,0.9866660535335541,0.00849243427429497,0.015057258129119873,0.013333946466445923,0.008492434274294967,0.027839338421821593,0.024554908275604248,0.01531231101091963
test-other,mp3,24k,layer_10,0.9683033910989761,0.971606969833374,0.016344255247519975,0.03169660890102387,0.028393030166625977,0.01634425524751999,0.056430136680603024,0.050559043884277344,0.02754558945652828
test-other,mp3,16k,layer_10,0.9447502681016922,0.9511731863021851,0.029321883312299495,0.0552497318983078,0.04882681369781494,0.029321883312299478,0.09317895722389222,0.08492162823677063,0.04454350946298995
test-other,opus,64k,layer_10,0.9955090730190277,0.9969493448734283,0.004824296300788864,0.00449092698097229,0.0030506551265716553,0.004824296300788865,0.009319761037826538,0.006282836198806763,0.010016640618098078
test-other,opus,32k,layer_10,0.9875306802988052,0.9893359839916229,0.0075583903111821685,0.012469319701194763,0.010664016008377075,0.007558390311182163,0.024792714595794678,0.021083414554595947,0.015251587860665173
test-other,opus,16k,layer_10,0.9776516133546829,0.9805740416049957,0.01262442935927524,0.02234838664531708,0.019425958395004272,0.012624429359275258,0.042524681568145754,0.03771910071372986,0.023462721764839663
test-other,opus,12k,layer_10,0.9681649814844131,0.9715586304664612,0.016114842875894885,0.03183501851558685,0.02844136953353882,0.016114842875894864,0.05852052330970764,0.05234768986701965,0.028368088365041545
test-other,opus,8k,layer_10,0.9152424336671829,0.9234963059425354,0.03998166360533373,0.08475756633281707,0.0765036940574646,0.039981663605333735,0.14292922222614288,0.13321450352668762,0.059600677802456675
test-other,opus,6k,layer_10,0.8783746705055236,0.8869427144527435,0.05203209111522924,0.12162532949447633,0.11305728554725647,0.052032091115229245,0.1959032255411148,0.1836160123348236,0.07300292679499523
test-clean,mp3,128k,layer_11,0.9999172685146331,0.9999513924121857,0.00013081667210990835,8.273148536682128e-05,4.8607587814331055e-05,0.00013081667210990968,0.00353042995929718,0.002654939889907837,0.0029457928804577918
test-clean,mp3,64k,layer_11,0.9998800426721572,0.9999291896820068,0.00017913640644310353,0.0001199573278427124,7.081031799316406e-05,0.00017913640644309615,0.0046166045665740965,0.0037325918674468994,0.0031262279395798736
test-clean,mp3,32k,layer_11,0.9994406980276108,0.9996357262134552,0.0009294929057816585,0.0005593019723892212,0.0003642737865447998,0.000929492905781632,0.01736465859413147,0.01570945978164673,0.007227886221046045
test-clean,mp3,24k,layer_11,0.9987502175569535,0.9992125630378723,0.0019112139554457533,0.0012497824430465698,0.0007874369621276855,0.0019112139554457522,0.035887150406837466,0.03193345665931702,0.015457055171262004
test-clean,mp3,16k,layer_11,0.9972300698757172,0.9984546303749084,0.004479366309959272,0.002769930124282837,0.0015453696250915527,0.00447936630995927,0.06295733785629272,0.056456029415130615,0.027714168734405353
test-clean,opus,64k,layer_11,0.9999438499212265,0.9999683499336243,0.0001106657713235592,5.615007877349854e-05,3.165006637573242e-05,0.00011066577132356033,0.0033798322677612304,0.0025286972522735596,0.0032085246126396212
test-clean,opus,32k,layer_11,0.999785295009613,0.9998494982719421,0.0002334851939018921,0.0002147049903869629,0.00015050172805786133,0.00023348519390188976,0.010044541358947754,0.008615165948867798,0.005033389860680723
test-clean,opus,16k,layer_11,0.9993844119310379,0.9996596574783325,0.0012372504593126982,0.0006155880689620971,0.00034034252166748047,0.0012372504593127056,0.01993805730342865,0.01805177330970764,0.010110768990964728
test-clean,opus,12k,layer_11,0.9989064306020736,0.9994335770606995,0.0023345877956842923,0.0010935693979263305,0.0005664229393005371,0.0023345877956842897,0.03062091374397278,0.027523845434188843,0.015061793732720076
test-clean,opus,8k,layer_11,0.996660625576973,0.9980434775352478,0.004939103509420117,0.0033393744230270387,0.0019565224647521973,0.004939103509420107,0.07954549491405487,0.07344159483909607,0.031523173330332326
test-clean,opus,6k,layer_11,0.9939582585096359,0.9965212941169739,0.007554756370243536,0.006041741490364075,0.003478705883026123,0.007554756370243529,0.12113645553588867,0.10775196552276611,0.050248392287872846
test-other,mp3,128k,layer_11,0.9995876362323761,0.9998592734336853,0.0010034009561910918,0.00041236376762390136,0.00014072656631469727,0.0010034009561910929,0.006045742630958557,0.004628270864486694,0.00523701736881092
test-other,mp3,64k,layer_11,0.9994513179063798,0.9998050630092621,0.0014137439771362164,0.0005486820936203003,0.00019493699073791504,0.0014137439771362227,0.007750571012496948,0.005812942981719971,0.006459116690438248
test-other,mp3,32k,layer_11,0.9981105109453201,0.9991700649261475,0.0034618195974949312,0.0018894890546798707,0.0008299350738525391,0.003461819597494925,0.025472809314727785,0.022210508584976196,0.014519141058832757
test-other,mp3,24k,layer_11,0.9955457185506821,0.9976984560489655,0.007124696188533343,0.004454281449317932,0.002301543951034546,0.007124696188533324,0.05751261627674103,0.050658613443374634,0.03014460772351852
test-other,mp3,16k,layer_11,0.9907831445932388,0.9950433373451233,0.011434265883296518,0.00921685540676117,0.004956662654876709,0.011434265883296523,0.10339549279212952,0.09078869223594666,0.05513948866310886
test-other,opus,64k,layer_11,0.9997859870195389,0.9999242722988129,0.0006118176873161158,0.0002140129804611206,7.572770118713379e-05,0.000611817687316108,0.004701780080795288,0.003264129161834717,0.005242025755675017
test-other,opus,32k,layer_11,0.9990557100772858,0.9996277391910553,0.0027586372626323915,0.0009442899227142334,0.00037226080894470215,0.002758637262632398,0.015789390683174132,0.013407111167907715,0.00949145220602273
test-other,opus,16k,layer_11,0.9977219953536988,0.999085545539856,0.0049153599414119755,0.0022780046463012696,0.000914454460144043,0.004915359941411967,0.03198905622959137,0.027759432792663574,0.019636871344198673
test-other,opus,12k,layer_11,0.9961641920804978,0.9983069598674774,0.0073884194937524185,0.0038358079195022583,0.001693040132522583,0.007388419493752424,0.04990273177623749,0.04297897219657898,0.02574303029085646
test-other,opus,8k,layer_11,0.9865660303831101,0.9928394854068756,0.016691851199825705,0.013433969616889953,0.00716051459312439,0.016691851199825698,0.14747170096635817,0.13116315007209778,0.07170699741817294
test-other,opus,6k,layer_11,0.9776331940889359,0.9851661920547485,0.02288190753341458,0.022366805911064148,0.014833807945251465,0.022881907533414573,0.21556328064203262,0.20400354266166687,0.08995880117820354
test-clean,mp3,128k,layer_12,0.998464477777481,0.9989831149578094,0.0016336121527258112,0.001535522222518921,0.0010168850421905518,0.001633612152725802,0.0038364347219467165,0.002672851085662842,0.0036982694732941536
test-clean,mp3,64k,layer_12,0.9977747688293457,0.9983289837837219,0.0018540017357703436,0.002225231170654297,0.0016710162162780762,0.0018540017357703477,0.005433035731315613,0.004130035638809204,0.004278265485729307
test-clean,mp3,32k,layer_12,0.9908537446260453,0.9921436309814453,0.005069637324675782,0.009146255373954772,0.007856369018554688,0.00506963732467582,0.02108009445667267,0.01864883303642273,0.010396999540095696
test-clean,mp3,24k,layer_12,0.9817727704048157,0.9838146269321442,0.009268527570650872,0.018227229595184326,0.016185373067855835,0.009268527570650878,0.04144773030281067,0.036861568689346313,0.019521112390156494
test-clean,mp3,16k,layer_12,0.9668537216186524,0.9711802303791046,0.01573898648554363,0.033146278381347656,0.028819769620895386,0.015738986485543633,0.07139896714687348,0.06473797559738159,0.030758577185745657
test-clean,opus,64k,layer_12,0.9990370371341706,0.9994944036006927,0.0017681239323764477,0.0009629628658294677,0.000505596399307251,0.001768123932376459,0.002610778450965881,0.0015932917594909668,0.004118503235103629
test-clean,opus,32k,layer_12,0.9963090728521347,0.9970997273921967,0.0025493075880188816,0.0036909271478652956,0.0029002726078033447,0.002549307588018892,0.009492481350898743,0.007749050855636597,0.006058621385147361
test-clean,opus,16k,layer_12,0.990701431274414,0.9920322895050049,0.006090754242398265,0.009298568725585937,0.007967710494995117,0.006090754242398271,0.0216341495513916,0.01831972599029541,0.012712165322940148
test-clean,opus,12k,layer_12,0.9846751152276992,0.9868912994861603,0.010199334964602888,0.01532488477230072,0.013108700513839722,0.010199334964602895,0.034879796028137205,0.029661476612091064,0.020898988869274746
test-clean,opus,8k,layer_12,0.9599881743192673,0.9638807475566864,0.018776877505142463,0.04001182568073273,0.0361192524433136,0.018776877505142446,0.08575988328456878,0.07897627353668213,0.03554504607712846
test-clean,opus,6k,layer_12,0.9370622515678406,0.9445473849773407,0.02854709455004103,0.06293774843215942,0.0554526150226593,0.028547094550041025,0.12986817491054534,0.11963069438934326,0.05111387258694018
test-other,mp3,128k,layer_12,0.9963563381433487,0.9976276457309723,0.004098764307567792,0.003643661856651306,0.00237235426902771,0.004098764307567798,0.008312780737876892,0.005931556224822998,0.008284177877976633
test-other,mp3,64k,layer_12,0.9951749273538589,0.9967436194419861,0.00494313810868871,0.004825072646141052,0.003256380558013916,0.004943138108688703,0.010922077417373657,0.008175104856491089,0.01038786238504434
test-other,mp3,32k,layer_12,0.9839744598865509,0.9865771532058716,0.010604563289078139,0.016025540113449095,0.013422846794128418,0.010604563289078134,0.03452286326885223,0.030186086893081665,0.020168418065624805
test-other,mp3,24k,layer_12,0.9658826415538788,0.9691813290119171,0.018965337776739036,0.03411735844612122,0.030818670988082886,0.01896533777673905,0.07007140910625458,0.06420597434043884,0.03405739824712478
test-other,mp3,16k,layer_12,0.940622986316681,0.9475438594818115,0.033462345620458314,0.059377013683319095,0.05245614051818848,0.033462345620458314,0.11515725016593933,0.10597914457321167,0.054391301373675066
test-other,opus,64k,layer_12,0.9979734294414521,0.9989694356918335,0.003047664101897819,0.0020265705585479736,0.001030564308166504,0.0030476641018978225,0.004934862613677978,0.002903461456298828,0.006857276859456768
test-other,opus,32k,layer_12,0.9923118408918381,0.9941502809524536,0.006302822878700423,0.007688159108161926,0.005849719047546387,0.006302822878700428,0.017921771526336668,0.014002501964569092,0.012961976532799648
